Datum;Vecka;Dag;EC HBG FEU19e;EC HBG WIN19e;EC Malmö Java19e;EC Malmö Java20e;EC Malmö MVT19;EC FEU20e;HAK OPA20;HAK OPA20X;HAK OPA21;HAK PYAI1;HKR DAO;IHM DAS20;IHM GDAS19;DEV21M;FRK20G;FRK20S;FWK20G;FWK20S;TTK20G;TTK21G;MI DAN20;MI DCD20M;MI FED20m;MI FED21m;MI OLM20;MI OLM20D;MI OLM21m;MI WAN20;MI WAN21m;MI WCM20;MI WCM21;Newton .NET19n;Newton .NET20n;Newton .NET21n;Newton Java19n;Newton Java20n;Newton Java21n;Newton Krav21n;PlusHS Java19p;PlusHS Java20gbg;PlusHS Java20p;PlusHS Java21gbg;PlusHS Java21h;PlusHS Java21v;PlusHS Net20gbg;Övrigt Upptagen
2021-08-27;34;fre;;;;;;;;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;JB[v33,34:35                               ];;;;;;;;;;;;;;;;;;;BB;;;;;
2021-08-28;34;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-29;34;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-30;35;mån;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;BB[även Java 20n                               ];;;;;;;JW;;MR;;SM;;
2021-08-31;35;tis;;;;;;;;;BB;;;;;;;;;;TF;;;;;;;;;;;;;;;;;MH;;;;;JW;;SM;;;
2021-09-01;35;ons;;;;;;;BB;;;;;;;;;;;;;;;;;;;;JB;;JB;;;;MH;;;;;;;JW;;MR;;SM;;
2021-09-02;35;tor;;;;;;;BB;;MH;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;JB;;;;;;BB[även Java 20n                               ];;;;;;;;;;SM;;;
2021-09-03;35;fre;;;;;;;BB;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;JB;;;;;;;;;;;;;;BB;;;;;
2021-09-04;35;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-05;35;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-06;36;mån;;;;;;;;;MH;;;;;;;;;;TF;;;;;;;;;;;;MI;;BB[även Java20n                               ];;;;;;;;;MR;;DM;;JW[barn                               ]
2021-09-07;36;tis;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;MH;;;;JW[flyttad från måndag                               ];BB;;SM;;;
2021-09-08;36;ons;;;;;;;;;MH;;;;;;;;TF[13-16                               ];;TF[9-12                               ];;;;;;;;;;JB;;MI;;BB;;;;;;;JW;;MR;;DM;;
2021-09-09;36;tor;;;;;;;;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;JB;;;;;;;;;;;;;;SM;;;
2021-09-10;36;fre;;;;;;;;;MH;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;;;MI;;;;;;;;;;BB;;;;;
2021-09-11;36;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-12;36;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-13;37;mån;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;JB;;MI;;BB[även Java 20n                               ];;;;;;;JW;;MR;;DM;;
2021-09-14;37;tis;;;;;;;;;BB;;;;;;;;;;TF;;;;;;;;;;;;;;;;;MH;;;;;;;SM;;;
2021-09-15;37;ons;;;;;;;;;;;;;;;;;TF[13-16                               ];;TF[9-12                               ];;;;;;;;JB;;;;MI;;MH;;;;;;;JW;BB[Flytta hit från tisdag?                               ];MR;;DM;;
2021-09-16;37;tor;;;;;;;;;MH;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;;;;;BB[även Java 20n                               ];;;;;;;;;;SM;;;
2021-09-17;37;fre;;;;;;;;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;JB;;;;MI;;;;;;;;;;BB;;;;;
2021-09-18;37;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-19;37;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-20;38;mån;;;;;;;;;MH;;;;;;;;;;TF;;;;;;;;;;;;MI;;BB[även Java20n                               ];;;;;;;JW;;MR;;DM;;
2021-09-21;38;tis;;;;;;;;;;;;;;;;;;;TF;;;;;;;;JB;;;;;;;;;;;;;;BB (d);;SM;;;
2021-09-22;38;ons;;;;;;;;;MH;;;;;;;;TF[13-16                               ];;TF[9-12                               ];;;;;;;;;;JB;;MI;;;;;;;;;JW;BB (pl);MR;;DM;;
2021-09-23;38;tor;;;;;;;;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;;;;;;;;BB;;;;;;;SM;;;MH[handleder Sebastian Wiberg SYSJM4 hela dagen                               ]
2021-09-24;38;fre;;;;;;;;;MH;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;;;MI;;BB;;;;;;;;;;;;;
2021-09-25;38;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-26;38;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-27;39;mån;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;MI;;;;;;;;;JW;BB (d);MR;;DM;;
2021-09-28;39;tis;;;;;;;;;MH;;;;;;;;;;TF;;;;;;;;JB;;;;;;;;;;;BB;;;;;SM;;;
2021-09-29;39;ons;;;;;;;;;;;;;;;;;TF[13-16                               ];;TF[9-12                               ];;;;;;;;JB;;;;MI;;;;;;;;;JW;;MR;SM[13–16                               ];DM;;
2021-09-30;39;tor;;;;;;;;;MH;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;JB[v35,36,37,38,39:85                               ];;;;;;;JB;;;;;;;;;BB;;;;;SM;;;
2021-10-01;39;fre;;;;;;;;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;;;MI;;;;;;;MH;;;BB (pl);;;;;
2021-10-02;39;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-03;39;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-04;40;mån;;;;;;;;;MH;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;JW;BB (d);MR;;DM;;
2021-10-05;40;tis;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;BB;;;;;SM;;;
2021-10-06;40;ons;;;;;;;;;MH;;;;;;;;;;TF[9-12                               ];;;;;;;;;;;;;;;;;;;;;JW;BB (d);MR;SM[13–15                               ];DM;;
2021-10-07;40;tor;;;;;;;;;;;;;;MR;;TF;;TF[dubbelklass                               ];;;;;;;;;;;;;;;;;;;;BB;;;;;sjukdag;;;
2021-10-08;40;fre;;;;;;;;;MH;;;;;MR;;TF;;TF[dubbelklass                               ];;;;;;;;;;;SM (d);;;;;;;;;;;;BB (pl);;;;;
2021-10-09;40;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-10;40;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-11;41;mån;;;;;;;;;;;;;;;;;;;TF[2 tim                               ];TF;;;;;;;;;SM (pl);;;;;;;;;;;BB;JW;MR;;;;
2021-10-12;41;tis;;;;;;;;;MR;;;;;;;;;;TF[3 tim                               ];TF[3tim                               ];;;;;;;;;;;;;;;;;;BB;;;;;SM;;;
2021-10-13;41;ons;;;;;;;;;;;;;;;;;;;TF[3tim                               ];TF;;;;;;;;;;;;;;;;;;;;BB;JW ;MR;SM[13–15                               ];;;
2021-10-14;41;tor;;;;;;;;;MR;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;SM;;;
2021-10-15;41;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;
2021-10-16;41;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-17;41;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-18;42;mån;;;;;;;;;BB[flytta från tisdag                               ];;;;;;;;;;;TF;;;;;;;;;;;MI;;;;;;;;;;JW;MR (plats);;;;
2021-10-19;42;tis;;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;BB + MH;;;;MR (plats);SM;;;
2021-10-20;42;ons;;;;;;;;;MR (d);;;;;;;;;;;TF[9-12                               ];;;;;;;;;SM (pl);;MI;;;;;;;MH;;;JW;;;;;
2021-10-21;42;tor;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;BB + MH;;;;;SM;;;
2021-10-22;42;fre;;;;;;;;;MR (d);;;;;JW;;;;;;;;;;;;;;;SM (d);;MI;;;;;;;;;;;;;;;
2021-10-23;42;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-24;42;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-25;43;mån;;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;SM (pl);;MI;;;;;;;;;;JW (pl);MR;;;;BB[semester                               ]
2021-10-26;43;tis;;;;;;;;;MR (pl);;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;MH;;;;;;;;BB[semester                               ]
2021-10-27;43;ons;;;;;;;;;;;;;;;;;;;;TF[9-12                               ];;;;;;;;;;;MI;;;;;;;;;;JW;MR;;;;BB[semester                               ]
2021-10-28;43;tor;;;;;;;;;MR (d);;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;MH;;;;;TF;;;BB[semester                               ]
2021-10-29;43;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;MI;;;;;;;MH;;;;;SM (pl);;;BB[semester                               ]
2021-10-30;43;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-31;43;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-01;44;mån;;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;MI;;;;;;;;;;JW (pl);MR;;;;BB[semester                               ]
2021-11-02;44;tis;;;;;;;;;MR (pl);;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;MH;;;;;SM (pl);;;BB[semester                               ]
2021-11-03;44;ons;;;;;;;;;;;;;;;;;;;;TF[9-12                               ];;;;;;;;;SM (pl);;MI;;;;;;;;;;JW;MR;;;;BB[semester                               ]
2021-11-04;44;tor;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;MH;;;;;SM;;;BB[semester                               ]
2021-11-05;44;fre;;;;;;;;;MR (d);;;;;JW;;;;;;;;;;;;;;;SM (d);;MI;;;;;;;;;;;;;;;BB[semester                               ]
2021-11-06;44;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-07;44;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-08;45;mån;;;;;;;;;BB (pl);;;;;;;;;;;TF;;;;;;;;;SM (pl);;MI;;;;;;;;;;JW (pl);MR (plats);;;;
2021-11-09;45;tis;;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;BB;;;;MR (plats);SM (pl);;;MH[har skola                               ]
2021-11-10;45;ons;;;;;;;;;MR (pl);;;;;;;;;;;TF[9-12                               ];;;;;;;;;;;MI;;;;;;;;;;JW;;;;;
2021-11-11;45;tor;;;;;;;;;MR (d);;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;MH;;;;;TF;;;
2021-11-12;45;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;MI;;;;;;;BB;;;;;;;;MH[har skola                               ]
2021-11-13;45;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-14;45;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-15;46;mån;;;;;;;;;BB (pl);;;;;;;;;;;TF;;;;;;;;;;;MI;;;;;;;;;;JW (pl);MR;;;;
2021-11-16;46;tis;;;;;;;;;MR (pl);;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;BB;;;;;SM (pl);;;MH[har skola                               ]
2021-11-17;46;ons;;;;;;;;;;;;;;;;;;;;TF[9-12                               ];;;;;;;;;;;MI;;;;;;;;;;JW;MR;;;;
2021-11-18;46;tor;;;;;;;;;MR (pl);BB[16–19                               ];;;;JW;;;;;;;;;;;;;;;SM (d);;;;;;;;;BB;;;;;TF;;;
2021-11-19;46;fre;;;;;;;;;BB (d);;;;;JW;;;;;;;;;;;;;;;;;MI;;;;;;;;;;;;;;;MH[har skola                               ]
2021-11-20;46;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-21;46;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-22;47;mån;;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;SM (pl);;MI;;;BB + MR (d);;;bb[dubbelklass                               ];;;;JW (pl);MH;;;;
2021-11-23;47;tis;;;;;;;;;MR (pl);;;;;;;;;;;TF;;;;;;;;;;;;;;;;;BB;;;;;;SM (pl);;;MH[har skola                               ]
2021-11-24;47;ons;;;;;;;;;;;;;;;;;;;;TF[9-12                               ];;;;;;;;;SM (pl);;MI;;;BB + MR;;;;;;;JW;MH;;;;
2021-11-25;47;tor;;;;;;;;;MR (d);BB[16–19                               ];;;;JW;;;;;;;;;;;;;;;;;;;;BB (d);;;bb[dubbelklass                               ];;;;;;TF;;;
2021-11-26;47;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;MI;;;;;;;;;;;;;;;MH[har skola                               ]
2021-11-27;47;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-28;47;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-29;48;mån;;;;;;;;;;BB[öppet hus 18–19                               ];;;;;;;;;;sjuk;;;;;;;;;;;MI;;;BB + MR (d);;;bb[dubbelklass                               ];;;TF[projektstart                               ];JW (pl);MH;;;;
2021-11-30;48;tis;;;;;;;;;BB (pl);;;;;;;;;;;TF (em);;;;;;;;;;;;;;;;;MR;;;;;;TF / SM (pl);;;MH[har skola                               ]
2021-12-01;48;ons;;;;;;;;;;bengt[16–19                               ];;;;;;;;;;TF (hel);;;;;;;;;;;MI;;;MR;;;;;;BB;JW;MH;;;;
2021-12-02;48;tor;;;;;;;;;MR (pl);;;;;JW;;;;;;;;;;;;;;;;;;;;BB (d);;;bb[dubbelklass                               ];;;;;;TF / SM;;;
2021-12-03;48;fre;;;;;;;;;MR (d);;;;;JW;;;;;;;;;;;;;;;SM (d);;MI;;;;;;;;;;;;;;;MH[har skola                               ]
2021-12-04;48;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-05;48;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-06;49;mån;;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;MI;;;MR (d);;;mr[Dubbelklass                               ];;;BB;JW (pl);MH;SM;;;
2021-12-07;49;tis;;;;;;;;;MR (pl);;;;;;;;;;;TF;;;;;;;;;SM (pl);;;;;;;;;;;;;;;BB (pl);;MH[har skola                               ]
2021-12-08;49;ons;;;;;;;;;;bengt[16–19                               ];;;;;;;;;;TF[9-12                               ];;;;;;;;;SM (pl);;MI;;;BB;;;;;;;JW;MH;;;;
2021-12-09;49;tor;;;;;;;;;MR (d);;;;;JW;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;TF (pl);;;BB[Viktigt LG-möte med Newton                               ]
2021-12-10;49;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;MI;;;;;;;;;TF[obs flytta dag fr onsdag!                               ];;;;BB[flyttad dag                               ];;MH[har skola                               ]
2021-12-11;49;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-12;49;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-13;50;mån;;;;;;;;;MR (pl);BB[Öppet hus 18–19                               ];;;;;;;;;;TF;;;;;;;;;;;MI;;;;;;;;;BB;;(sjuk)[planera in er ersättningsdag                               ];;JW;;
2021-12-14;50;tis;;;;;;;;;MR (d);;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;BB[väntar besked                               ];;SM (pl);;;MH[har skola                               ]
2021-12-15;50;ons;;;;;;;;;MR (d);;;;;;;;;;;TF[9-12                               ];;;;;;;;;;;MI;;;;;;;;;;BB;(sjuk)[planera in ersättningsdagar i januari                               ];;JW (pl);;
2021-12-16;50;tor;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TF;;;
2021-12-17;50;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;MI;;;;;;;;;TF[kan bli tre                               ];BB[Flyttas hit                               ];;;;;MH[har skola                               ]
2021-12-18;50;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-19;50;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-20;51;mån;;;;;;;;;;BB[Flyttad från tors 16/12                               ];;;;;;;;;;;;;;SM;;;;;;;;;;;;;;;;TF;BB[Flyttas hit                               ];MH;;JW;;
2021-12-21;51;tis;;;;;;;BB[examensarbeten                               ];;;;;;;;;;;;;;;;;SM;;;;;;;;;;;;;;;;;;;TF (pl);;;MH[har skola                               ]
2021-12-22;51;ons;;;;;;;BB[examensarbeten                               ];;;BB[16–19                               ];;;;;;;;;;;;;;SM;;;;;;;;;;;;;;;;TF;;MH;;JW (pl);;
2021-12-23;51;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TF + SM;;;
2021-12-24;51;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-25;51;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-26;51;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-27;52;mån;;;;;;;;;;;;;;;;;;;;;;;;(självstudier);;;;;;;;;;;;;;;;;;;;;;
2021-12-28;52;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-29;52;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-30;52;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-31;52;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-01;52;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-02;52;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-03;1;mån;;;;;;;;;;;;;;;;;;;;;;;;SM;;;;;;;MI;;;;;;;;;TF + BB[9-12                               ];;MH;;JW;;BB[bortrest                               ]
2022-01-04;1;tis;;;;;;;;;;;;;;JW[flyttat fr torsdag - meddela klassen!                               ];;;;;;TF[13-17.00                               ];;;;;;;;;;;;;;;;;;;;;BB;;TF + MR;;;
2022-01-05;1;ons;;;;;;;;;;BB[16–19                               ];;;;;;;;;;;;;;SM;;;;;;;MI;;;;;;;;;TF[Sprint 3 demos                               ];;BB;MR;JW (pl);;
2022-01-06;1;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HELGDAG
2022-01-07;1;fre;;;;;;;;;;;;;;JW;;;;;;TF[8.30-17.00                               ];;;;(självstudier);;;;;;;MI;;;;;;;;;;(sjuk);MH;;;;
2022-01-08;1;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-09;1;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-10;2;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MI;;mike;;;mike;;;;TF[Sprint 4 start                               ];;BB + MH;;JW;;
2022-01-11;2;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;MR + TF;;;
2022-01-12;2;ons;;;;;;;;;;;;;;;;;;;;TF[8.30-17.00                               ];;;;;;;;;;;MI;;mike;;;mike;;;;;BB[komp för sjuk                               ];MH;;JW (pl);;
2022-01-13;2;tor;;;;;;;;;;;;;;JW;;;;;;TF[8.30-17.00                               ];;;;;;;;;;;;;;;;;;;;;BB;MH;MR;;;BB[Vaccination på em kl 14                               ]
2022-01-14;2;fre;;;;;;;;;;;;;;JW;;;;;;flyttad onsdag;;;;;;;;;;;MI;;BB[dubbelklass                               ];;;bb[dubbelklass                               ];;;;TF[Sprint 4 demos                               ];;;;;;
2022-01-15;2;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-16;2;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-17;3;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;[thomas sjuk                               ];HJ;;JW;;
2022-01-18;3;tis;;;;;;;;;;;TF (pl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;MR;;;BB[examinerar ett arbete för Plus i Lund                               ]
2022-01-19;3;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;MR;;MH;;TF[redovisning alla grupper                               ];;;;JW (p);;
2022-01-20;3;tor;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;MR;;;BB;;;;;BB[dubbel                               ];HJ;TF;;;
2022-01-21;3;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;mike;;;mike;;;;TF + BB (prel);;;;;;
2022-01-22;3;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-23;3;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-24;4;mån;;;;;;;;;;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;HJ;;JW;;
2022-01-25;4;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;bb[dubbelklass - light support                            ];;MH;;;TF[examensarbete                               ];;MR;;nope;BB[Mycket admin! Måste rätta och återkoppla för 2 kurser + examensarbeten                               ]
2022-01-26;4;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mike;;;mike;;MH;;;;;;JW;TF;BB[Läkarbesök 9–10                               ]
2022-01-27;4;tor;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;MR;;;mr[dubbelklass - light support                           ];;;;;BB;HJ;TF;;nope;
2022-01-28;4;fre;;;;;;;;;;;;;;JW;;;;;;;;;;;;;;;;;;;mike;;;mike;;BB;;;;;;;TF;TF[examen Jensen 9-12                               ]
2022-01-29;4;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-30;4;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-31;5;mån;;;;;;;;;;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HJ;;MR;;BB[utvecklingssamtal kl 15.30–16                               ]
2022-02-01;5;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;bb[dubbelklass                     ];;MH;;;;;TF;;;
2022-02-02;5;ons;;;;;;;;;;;;;;TF[databas tentavakt 9–12                      ];;;;;;;;;;;;;;;;;;;mike;;;mike;;BB;;;;;;MR;;
2022-02-03;5;tor;;;;;;;;;;;;;;BB[examination            ];;;;;;;;;;;;;;;;;;;;;;;;;;;;HJ;TF;;;
2022-02-04;5;fre;;;;;;;;;;;;;;BB[examination            ];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TF[Examensintro Jensen 9–12                      ]
2022-02-05;5;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-06;5;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-07;6;mån;;;;;;;;;;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;;;MH;;;;HJ;BB;MR;;
2022-02-08;6;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB - OBS![Workshop i testning!           ];;;bb[dubbelklass                     ];;;;;;;;;;TF[Jensen Projektledare                       ]
2022-02-09;6;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mike;;;mike;;MH;;;;;;MR;;TF[Jensen Projektledare                       ]
2022-02-10;6;tor;;;;;;;;;;;;;;TF[Linux-repetion            ];;;;;;;;;;;;;;;;;;;BB;;;bb[dubbelklass     ];;;;;;HJ;MH;;;
2022-02-11;6;fre;;;;;;;;;;;;;;TF[tenta 9-12            ];;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;
2022-02-12;6;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-13;6;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-14;7;mån;;;;;;;;;;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;HJ;;MR;;
2022-02-15;7;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;BB + AH;;;;;MH;;;TF[Jensen Projektledare                       ]
2022-02-16;7;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;MR;;TF[Jensen Projektledare                       ]
2022-02-17;7;tor;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;HJ;BB;;;
2022-02-18;7;fre;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;mike;;;mike;;;;;;;;;;BB[semester          ]
2022-02-19;7;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-20;7;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-21;8;mån;;;;;;;;;;;TF (pl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HJ;;MR;;BB[semester          ]
2022-02-22;8;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;;BB;;;TF[Jensen Projektledare                       ]
2022-02-23;8;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;AH;;;;;;MR;;TF[Jensen Projektledare                       ]
